"StateName","state_id","DistrictName","DISTRICT_ID","TotalUAM","General","SC","ST","OBC","_CreatedDate"
"NAGALAND","13","KIPHRIE","644","6","3","0","3","0","2019-08-06T08:28:26.450"
"NAGALAND","13","KOHIMA","277","61","12","0","46","3","2019-08-06T08:28:26.450"
"NAGALAND","13","MOKOKCHUNG","273","18","4","1","13","0","2019-08-06T08:28:26.450"
"NAGALAND","13","MON","271","4","1","0","3","0","2019-08-06T08:28:26.450"
"NAGALAND","13","PEREN","646","1","1","0","0","0","2019-08-06T08:28:26.450"
"NAGALAND","13","PHEK","278","9","5","0","3","1","2019-08-06T08:28:26.450"
"NAGALAND","13","TUENSANG","272","4","1","0","3","0","2019-08-06T08:28:26.450"
"NAGALAND","13","WOKHA","275","16","0","0","16","0","2019-08-06T08:28:26.450"
"ODISHA","21","ANGUL","15","969","599","45","27","298","2019-08-06T08:28:31.997"
"ODISHA","21","BALANGIR","24","541","305","60","10","166","2019-08-06T08:28:31.997"
"ODISHA","21","BALASORE","8","21188","7734","4559","1123","7772","2019-08-06T08:28:31.997"
"ODISHA","21","BARGARH","1","381","196","37","10","138","2019-08-06T08:28:31.997"
"ODISHA","21","BHADRAK","9","2756","1260","542","7","947","2019-08-06T08:28:31.997"
"ODISHA","21","BOUDH","22","401","70","60","23","248","2019-08-06T08:28:31.997"
"ODISHA","21","CUTTACK","12","4332","3054","442","10","826","2019-08-06T08:28:31.997"
"ODISHA","21","DEOGARH","4","41","22","1","5","13","2019-08-06T08:28:31.997"
"ODISHA","21","DHENKANAL","14","325","174","21","2","128","2019-08-06T08:28:31.997"
"ODISHA","21","GAJAPATI","20","406","145","42","100","119","2019-08-06T08:28:31.997"
"ODISHA","21","GANJAM","19","4594","2351","478","39","1726","2019-08-06T08:28:31.997"
"ODISHA","21","JAGATSINGHPUR","11","705","572","41","2","90","2019-08-06T08:28:31.997"
"ODISHA","21","JAJPUR","13","723","523","51","3","146","2019-08-06T08:28:31.997"
"ODISHA","21","JHARSUGUDA","2","445","326","28","22","69","2019-08-06T08:28:31.997"
"ODISHA","21","KALAHANDI","26","321","144","42","5","130","2019-08-06T08:28:31.997"
"ODISHA","21","KANDHAMAL","21","387","176","92","33","86","2019-08-06T08:28:31.997"
"ODISHA","21","KENDRAPARA","10","331","244","22","1","64","2019-08-06T08:28:31.997"
"ODISHA","21","KENDUJHAR","6","213","126","16","11","60","2019-08-06T08:28:31.997"
"ODISHA","21","KHORDHA","17","5773","4954","309","46","464","2019-08-06T08:28:31.997"
"ODISHA","21","KORAPUT","29","647","481","69","28","69","2019-08-06T08:28:31.997"
"ODISHA","21","MALKANGIRI  ","30","297","139","130","16","12","2019-08-06T08:28:31.997"
"ODISHA","21","MAYURBHANJ","7","632","353","43","73","163","2019-08-06T08:28:31.997"
"ODISHA","21","NABARANGAPUR","28","278","106","71","59","42","2019-08-06T08:28:31.997"
"ODISHA","21","NAYAGARH","16","569","304","33","4","228","2019-08-06T08:28:31.997"
"ODISHA","21","NUAPADA","25","85","36","14","4","31","2019-08-06T08:28:31.997"
"ODISHA","21","PURI","18","2426","1886","159","11","370","2019-08-06T08:28:31.997"
"ODISHA","21","RAYAGADA","27","787","399","127","38","223","2019-08-06T08:28:31.997"
"ODISHA","21","SAMBALPUR","3","812","626","55","23","108","2019-08-06T08:28:31.997"
"ODISHA","21","SONEPUR","23","371","88","31","1","251","2019-08-06T08:28:31.997"
"ODISHA","21","SUNDARGARH","5","1569","1205","69","168","127","2019-08-06T08:28:31.997"
"PUNJAB","3","AMRITSAR","57","3867","3353","243","0","271","2019-08-06T08:28:39.303"
"PUNJAB","3","BARNALA","58","1657","1232","263","2","160","2019-08-06T08:28:39.303"
"PUNJAB","3","BATHINDA","60","4175","3609","330","5","231","2019-08-06T08:28:39.303"
"PUNJAB","3","FARIDKOT","61","2380","2073","180","0","127","2019-08-06T08:28:39.303"
"PUNJAB","3","FATEHGARH SAHIB","69","1378","1126","126","1","125","2019-08-06T08:28:39.303"
"PUNJAB","3","FAZILKA","62","1124","849","108","1","166","2019-08-06T08:28:39.303"
"PUNJAB","3","FEROZEPUR","63","1858","1556","149","3","150","2019-08-06T08:28:39.303"
"PUNJAB","3","GURDASPUR","59","1207","989","96","5","117","2019-08-06T08:28:39.303"
"PUNJAB","3","HOSHIARPUR","64","2944","2188","505","6","245","2019-08-06T08:28:39.303"
"PUNJAB","3","JALANDHAR","65","9614","7540","1514","13","547","2019-08-06T08:28:39.303"
"PUNJAB","3","KAPURTHALA","66","3293","2478","422","4","389","2019-08-06T08:28:39.303"
"PUNJAB","3","LUDHIANA","67","20353","18404","1159","19","771","2019-08-06T08:28:39.303"
"PUNJAB","3","MANSA","70","1578","1396","95","1","86","2019-08-06T08:28:39.303"
"PUNJAB","3","MOGA","71","3769","3097","316","2","354","2019-08-06T08:28:39.303"
"PUNJAB","3","MUKTSAR","73","1355","1143","121","0","91","2019-08-06T08:28:39.303"
"PUNJAB","3","PATHANKOT","615","389","319","34","1","35","2019-08-06T08:28:39.303"
"PUNJAB","3","PATIALA","616","4931","4278","260","4","389","2019-08-06T08:28:39.303"
"PUNJAB","3","RUPNAGAR","617","976","749","101","3","123","2019-08-06T08:28:39.303"
"PUNJAB","3","SANGRUR","68","3172","2382","387","5","398","2019-08-06T08:28:39.303"
"PUNJAB","3","SAS NAGAR","72","7123","6406","317","10","390","2019-08-06T08:28:39.303"
"PUNJAB","3","SBS NAGAR","614","2162","1311","508","4","339","2019-08-06T08:28:39.303"
"PUNJAB","3","TARN TARAN","618","1084","882","123","3","76","2019-08-06T08:28:39.303"
"RAJASTHAN","8","AJMER","136","7622","3956","796","61","2809","2019-08-06T08:28:47.047"
"RAJASTHAN","8","ALWAR","121","9433","4931","629","204","3669","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BANSWARA","612","1906","907","88","407","504","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BARAN","145","1018","388","132","63","435","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BARMER","132","2888","1248","166","33","1441","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BHARATPUR","122","3678","1590","717","63","1308","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BHILWARA","139","11412","7519","649","123","3121","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BIKANER","118","8844","5108","385","25","3326","2019-08-06T08:28:47.047"
"RAJASTHAN","8","BUNDI","138","1345","664","94","95","492","2019-08-06T08:28:47.047"
"RAJASTHAN","8","CHITTORGARH","143","3241","1906","273","35","1027","2019-08-06T08:28:47.047"
"RAJASTHAN","8","CHURU","119","3381","1255","231","23","1872","2019-08-06T08:28:47.047"
"RAJASTHAN","8","DAUSA","126","4344","1792","431","656","1465","2019-08-06T08:28:47.047"
"RAJASTHAN","8","DHOLPUR","123","933","525","121","16","271","2019-08-06T08:28:47.047"
"RAJASTHAN","8","DUNGARPUR","142","1855","1006","55","165","629","2019-08-06T08:28:47.047"
"RAJASTHAN","8","HANUMANGARH","117","9686","2147","2472","48","5019","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JAIPUR","127","88537","54821","5349","3059","25308","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JAISALMER","131","984","487","58","18","421","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JALORE","133","1822","621","170","19","1012","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JHALAWAR","146","1020","555","63","19","383","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JHUNJHUNU","120","5053","1510","439","65","3039","2019-08-06T08:28:47.047"
"RAJASTHAN","8","JODHPUR","130","15229","7759","891","101","6478","2019-08-06T08:28:47.047"
"RAJASTHAN","8","KARAULI","124","1827","710","247","240","630","2019-08-06T08:28:47.047"
"RAJASTHAN","8","KOTA","144","13925","8693","1137","361","3734","2019-08-06T08:28:47.047"
"RAJASTHAN","8","NAGAUR","129","6748","2226","462","26","4034","2019-08-06T08:28:47.047"
"RAJASTHAN","8","PALI","135","3954","1582","398","29","1945","2019-08-06T08:28:47.047"
"RAJASTHAN","8","PRATAPGARH","625","623","317","45","56","205","2019-08-06T08:28:47.047"
"RAJASTHAN","8","RAJSAMAND","140","2245","1240","179","28","798","2019-08-06T08:28:47.047"
"RAJASTHAN","8","SAWAI MADHOPUR","125","3688","1637","430","504","1117","2019-08-06T08:28:47.047"
"RAJASTHAN","8","SIKAR","128","7493","2662","473","82","4276","2019-08-06T08:28:47.047"
"RAJASTHAN","8","SIROHI","134","2229","1069","195","39","926","2019-08-06T08:28:47.047"
"RAJASTHAN","8","SRI GANGANAGAR","116","10971","5350","2021","69","3531","2019-08-06T08:28:47.047"
"RAJASTHAN","8","TONK","137","4122","1545","502","240","1835","2019-08-06T08:28:47.047"
"RAJASTHAN","8","UDAIPUR","141","10949","7370","632","308","2639","2019-08-06T08:28:47.047"
"SIKKIM","11","EAST SIKKIM","254","287","142","14","65","66","2019-08-06T08:28:58.783"
"SIKKIM","11","NORTH SIKKIM","255","15","3","0","11","1","2019-08-06T08:28:58.783"
"SIKKIM","11","SOUTH  SIKKIM","256","57","22","1","10","24","2019-08-06T08:28:58.783"
"SIKKIM","11","WEST SIKKIM","257","91","30","5","30","26","2019-08-06T08:28:58.783"
"TAMIL NADU","33","ARIYALUR","584","1115","551","71","4","489","2019-08-06T08:29:04.367"
"TAMIL NADU","33","CHENNAI","569","117049","85904","6007","253","24885","2019-08-06T08:29:04.367"
"TAMIL NADU","33","COIMBATORE","695","46606","32146","1411","68","12981","2019-08-06T08:29:04.367"
"TAMIL NADU","33","CUDDALORE","585","4607","1881","536","10","2180","2019-08-06T08:29:04.367"
"TAMIL NADU","33","DHARMAPURI","572","3721","1890","291","25","1515","2019-08-06T08:29:04.367"
"TAMIL NADU","33","DINDIGUL","580","7300","4032","514","12","2742","2019-08-06T08:29:04.367"
"TAMIL NADU","33","ERODE","577","14824","8362","485","22","5955","2019-08-06T08:29:04.367"
"TAMIL NADU","33","KANCHIPURAM","570","41854","24775","3578","158","13343","2019-08-06T08:29:04.367"
"TAMIL NADU","33","KANYAKUMARI","597","9924","4944","226","7","4747","2019-08-06T08:29:04.367"
"TAMIL NADU","33","KARUR","581","3954","2424","226","7","1297","2019-08-06T08:29:04.367"
"TAMIL NADU","33","KRISHNAGIRI","579","8618","5541","298","12","2767","2019-08-06T08:29:04.367"
"TAMIL NADU","33","MADURAI","591","27148","15610","860","43","10635","2019-08-06T08:29:04.367"
"TAMIL NADU","33","NAGAPATTINAM","586","2790","1380","205","4","1201","2019-08-06T08:29:04.367"
"TAMIL NADU","33","NAMAKKAL","576","10046","5258","757","96","3935","2019-08-06T08:29:04.367"
"TAMIL NADU","33","NILGIRISH","578","1188","680","160","8","340","2019-08-06T08:29:04.367"
"TAMIL NADU","33","PERAMBALUR","583","979","512","147","4","316","2019-08-06T08:29:04.367"
"TAMIL NADU","33","PUDUKKOTTAI","592","3692","1959","249","7","1477","2019-08-06T08:29:04.367"
"TAMIL NADU","33","RAMANATHAPURAM","594","2685","1490","208","2","985","2019-08-06T08:29:04.367"
"TAMIL NADU","33","SALEM","575","17170","9786","1128","162","6094","2019-08-06T08:29:04.367"
"TAMIL NADU","33","SIVAGANGA","590","3282","1742","241","0","1299","2019-08-06T08:29:04.367"
"TAMIL NADU","33","THANJAVUR","588","6453","3403","319","10","2721","2019-08-06T08:29:04.367"
"TAMIL NADU","33","THENI","696","4053","1891","270","5","1887","2019-08-06T08:29:04.367"
"TAMIL NADU","33","THIRUVALLUR","568","29400","17482","2862","80","8976","2019-08-06T08:29:04.367"
"TAMIL NADU","33","THIRUVARUR","587","2641","1309","182","5","1145","2019-08-06T08:29:04.367"
"TAMIL NADU","33","THOOTHUKUDI","595","8339","3650","503","14","4172","2019-08-06T08:29:04.367"
"TAMIL NADU","33","TIRUCHIRAPALLI","582","11966","6633","844","24","4465","2019-08-06T08:29:04.367"
"TAMIL NADU","33","TIRUNELVELI","589","10714","4865","627","18","5204","2019-08-06T08:29:04.367"
"TAMIL NADU","33","TIRUPPUR","596","19753","14784","361","20","4588","2019-08-06T08:29:04.367"
"TAMIL NADU","33","TIRUVANNAMALAI","573","4092","1954","358","24","1756","2019-08-06T08:29:04.367"
"TAMIL NADU","33","VELLORE","571","8873","4995","877","44","2957","2019-08-06T08:29:04.367"
"TAMIL NADU","33","VILLUPURAM","574","4606","2015","519","15","2057","2019-08-06T08:29:04.367"
"TAMIL NADU","33","VIRUDHUNAGAR","593","8302","5146","472","13","2671","2019-08-06T08:29:04.367"
"TELANGANA","36","ADILABAD","490","2839","464","1292","667","416","2019-08-06T08:29:23.473"
"TELANGANA","36","BHADRADRI","700","1038","173","273","497","95","2019-08-06T08:29:23.473"
"TELANGANA","36","HYDERABAD","494","30434","20903","2512","955","6064","2019-08-06T08:29:23.473"
"TELANGANA","36","Jagitial","701","1535","504","307","58","666","2019-08-06T08:29:23.473"
"TELANGANA","36","JANGOAN","702","488","62","172","169","85","2019-08-06T08:29:23.473"
"TELANGANA","36","JAYASHANKAR","703","854","118","225","228","283","2019-08-06T08:29:23.473"
"TELANGANA","36","JOGULAMBA","704","860","443","191","17","209","2019-08-06T08:29:23.473"
"TELANGANA","36","KAMAREDDY","705","2265","667","572","353","673","2019-08-06T08:29:23.473"
"TELANGANA","36","KARIMNAGAR","492","13782","4698","3287","490","5307","2019-08-06T08:29:23.473"
"TELANGANA","36","KHAMMAM","499","4055","715","1487","1419","434","2019-08-06T08:29:23.473"
"TELANGANA","36","KOMARAM BHEEM ASIFABAD","706","221","36","80","72","33","2019-08-06T08:29:23.473"
"TELANGANA","36","MAHABUBABAD","707","800","87","105","497","111","2019-08-06T08:29:23.473"
"TELANGANA","36","MAHABUBNAGAR","496","4419","829","1389","1315","886","2019-08-06T08:29:23.473"
"TELANGANA","36","MANCHERIAL","708","1091","197","576","128","190","2019-08-06T08:29:23.473"
"TELANGANA","36","MEDAK","493","2809","651","1205","637","316","2019-08-06T08:29:23.473"
"TELANGANA","36","MEDCHAL MALKAJGIRI","709","10640","6081","1302","521","2736","2019-08-06T08:29:23.473"
"TELANGANA","36","NAGARKURNOOL","710","1051","87","449","422","93","2019-08-06T08:29:23.473"
"TELANGANA","36","NALGONDA","497","7319","808","3277","2361","873","2019-08-06T08:29:23.473"
"TELANGANA","36","Nirmal","711","1063","321","260","112","370","2019-08-06T08:29:23.473"
"TELANGANA","36","NIZAMABAD","491","14048","5125","1923","973","6027","2019-08-06T08:29:23.473"
"TELANGANA","36","PEDDAPALLI","712","1931","750","455","59","667","2019-08-06T08:29:23.473"
"TELANGANA","36","RAJANNA","713","1626","313","486","152","675","2019-08-06T08:29:23.473"
"TELANGANA","36","RANGA REDDI","495","21633","11427","3177","2767","4262","2019-08-06T08:29:23.473"
"TELANGANA","36","SANGAREDDY","714","1454","609","396","164","285","2019-08-06T08:29:23.473"
"TELANGANA","36","SIDDIPET","715","1636","402","618","152","464","2019-08-06T08:29:23.473"
"TELANGANA","36","SURYAPET","716","2642","301","764","1219","358","2019-08-06T08:29:23.473"
"TELANGANA","36","VIKARABAD","717","728","171","196","289","72","2019-08-06T08:29:23.473"
"TELANGANA","36","WANAPARTHY","718","659","70","269","213","107","2019-08-06T08:29:23.473"
"TELANGANA","36","WARANGAL","498","9205","1191","2858","1766","3390","2019-08-06T08:29:23.473"
"TELANGANA","36","WARANGAL RURAL","721","1638","324","416","432","466","2019-08-06T08:29:23.473"
"TELANGANA","36","WARANGAL URBAN","720","9374","2962","1601","403","4408","2019-08-06T08:29:23.473"
"TELANGANA","36","YADADRI","719","751","126","293","227","105","2019-08-06T08:29:23.473"
"TRIPURA","16","DHALAI","298","129","43","15","43","28","2019-08-06T08:29:32.400"
"TRIPURA","16","GOMATI","647","192","113","37","14","28","2019-08-06T08:29:32.400"
"TRIPURA","16","KHOWAI","648","200","44","17","69","70","2019-08-06T08:29:32.400"
"TRIPURA","16","NORTH TRIPURA","299","262","125","23","60","54","2019-08-06T08:29:32.400"
"TRIPURA","16","SEPAHIJALA","649","136","79","17","10","30","2019-08-06T08:29:32.400"
"TRIPURA","16","SOUTHTRIPURA","297","207","108","17","51","31","2019-08-06T08:29:32.400"
"TRIPURA","16","UNOKOTI","650","111","52","22","3","34","2019-08-06T08:29:32.400"
"TRIPURA","16","WEST TRIPURA","296","830","479","90","99","162","2019-08-06T08:29:32.400"
"UTTAR PRADESH","9","AGRA","161","26698","11522","4757","1259","9160","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","ALIGARH","158","5766","2011","962","123","2670","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","ALLAHABAD","191","23332","5359","5298","152","12523","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","AMBEDAKAR NAGAR","194","3333","668","857","12","1796","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","AMETHI(Chhatrapati Shahuji Maharaj)","632","809","447","58","1","303","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","AMROHA(JYOTIBA PHULE NAGAR)","152","813","337","75","5","396","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","AURAIYA","178","3359","856","757","31","1715","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","AZAMGARH","207","3356","798","836","18","1704","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BADAUN","165","1299","687","117","3","492","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BAGHPAT","154","746","435","52","3","256","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BAHRAICH","196","10760","3103","1331","91","6235","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BALLIA","209","1212","468","81","30","633","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BALRAMPUR","198","2621","1030","171","27","1393","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BANDA","186","770","398","117","2","253","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BARABANKI","192","6930","1221","1781","57","3871","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BAREILLY","166","6266","3824","290","25","2127","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BASTI","201","2956","1177","355","13","1411","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BIJNOR","149","1373","762","93","1","517","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","BULANDSHAHAR","157","4092","2141","648","41","1262","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","CHANDAULI","212","2726","757","546","19","1404","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","CHITRAKOOT","187","497","204","66","0","227","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","DEORIA","206","2564","903","229","97","1335","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","ETAH","163","954","238","162","4","550","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","ETAWAH","177","4586","755","1009","42","2780","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","FAIZABAD","193","1352","690","101","8","553","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","FARRUKHABAD","175","1539","798","94","6","641","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","FATEHPUR","188","1814","612","336","14","852","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","FIROZABAD","162","2859","1058","568","30","1203","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","GAUTAM BUDDHA NAGAR","156","12842","9572","663","171","2436","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","GHAZIABAD","155","11129","8537","693","26","1873","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","GHAZIPUR","211","12519","2300","3236","194","6789","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","GONDA","199","8578","3737","792","36","4013","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","GORAKHAPUR","204","5322","2065","587","90","2580","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","HAMIRPUR","184","1374","293","198","9","874","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","HAPUR","697","1204","669","162","3","370","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","HARDOI","171","962","531","132","1","298","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","HATHRAS","159","5472","1824","1145","82","2421","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","JALAUN","181","1071","415","261","8","387","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","JAUNPUR","210","27103","5389","7533","172","14009","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","JHANSI","182","4667","1376","1402","23","1866","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KANNAUJ","176","2483","870","341","11","1261","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KANPUR DEHAT","634","2725","985","610","31","1099","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KANPUR NAGAR","179","10803","7435","741","32","2595","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KASGANJ(Kanshi Ram Nagar)","637","537","218","135","8","176","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KAUSHAMBI","190","515","274","49","2","190","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","KUSHINAGAR","205","1863","642","111","11","1099","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","LAKHIMPURKHERI","169","2980","1142","341","126","1371","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","LALITPUR","183","1770","401","384","24","961","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","LUCKNOW","173","18835","13571","1273","68","3923","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MAHARAJGANJ","203","8474","1470","1227","218","5559","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MAHOBA","185","278","90","42","1","145","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MAINPURI","164","5320","1361","1083","48","2828","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MATHURA","160","12526","6445","1676","185","4220","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MAU","208","2667","448","292","25","1902","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MEERUT","153","9642","5670","943","30","2999","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MIRZAPUR","215","12436","1455","3687","466","6828","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MORADABAD","150","6211","2892","410","13","2896","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","MUZAFFARNAGAR","148","1937","1004","116","10","807","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","PILIBHIT","167","618","311","45","0","262","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","PRATAPGARH","189","6059","2220","934","39","2866","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","RAI BARELY","174","1624","827","222","7","568","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","RAMPUR","151","1458","911","103","1","443","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SAHARANPUR","147","3631","1909","347","12","1363","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SAMBHAL(Bheem Nagar)","633","621","306","65","3","247","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SANT KABIR NAGAR","202","3325","934","702","9","1680","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SANT RAVIDAS NAGAR","214","8324","1284","1986","42","5012","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SHAHJAHANPUR","168","1067","533","82","3","449","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SHAMLI","180","1677","232","69","3","1373","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SHRAVASTI","197","496","188","40","5","263","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SIDDHARTHNAGAR","200","5861","2227","830","31","2773","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SITAPUR","170","4411","1098","1282","62","1969","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SONBHADRA","216","11031","1127","2546","3172","4186","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","SULTANPUR","195","2684","1028","554","73","1029","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","UNNAO","172","1997","1048","229","9","711","2019-08-06T08:29:38.050"
"UTTAR PRADESH","9","VARANASI","213","10616","4493","1040","117","4966","2019-08-06T08:29:38.050"
"UTTARAKHAND","5","ALMORA","83","510","431","48","6","25","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","BAGESHWAR","82","271","204","50","1","16","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","CHAMOLI","76","358","269","53","22","14","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","CHAMPAWAT","84","320","249","24","1","46","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","DEHRADUN","79","4293","3634","214","59","386","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","HARIDWAR","87","2040","1318","144","4","574","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","NAINITAL","85","1412","1023","128","16","245","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","PAURI GARHWAL","80","1327","1231","53","4","39","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","PITHORAGARH","81","350","251","65","17","17","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","RUDRAPRAYAG","77","265","216","41","0","8","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","TEHRI GARHWAL","78","551","444","41","2","64","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","UDHAM SINGH NAGAR","86","2889","1925","189","77","698","2019-08-06T08:29:56.050"
"UTTARAKHAND","5","UTTARKASHI","75","503","171","84","7","241","2019-08-06T08:29:56.050"
"WEST BENGAL","19","ALIPURDUAR","638","2049","727","600","554","168","2019-08-06T08:30:02.360"
"WEST BENGAL","19","BANKURA","342","2121","1558","256","116","191","2019-08-06T08:30:02.360"
"WEST BENGAL","19","BARDHAMAN","338","22152","14642","4663","617","2230","2019-08-06T08:30:02.360"
"WEST BENGAL","19","BIRBHUM","337","10341","6986","2432","149","774","2019-08-06T08:30:02.360"
"WEST BENGAL","19","COOCHBEHAR","332","2397","921","910","14","552","2019-08-06T08:30:02.360"
"WEST BENGAL","19","DAKSHIN DINAJPUR","334","2113","1621","292","50","150","2019-08-06T08:30:02.360"
"WEST BENGAL","19","DARJEELING","330","1454","1014","128","133","179","2019-08-06T08:30:02.360"
"WEST BENGAL","19","EAST MEDINIPUR","344","1878","1704","85","5","84","2019-08-06T08:30:02.360"
"WEST BENGAL","19","HOOGHLY","341","2177","1846","159","13","159","2019-08-06T08:30:02.360"
"WEST BENGAL","19","HOWRAH","345","2655","2456","77","6","116","2019-08-06T08:30:02.360"
"WEST BENGAL","19","JALPAIGURI","331","1068","629","177","166","96","2019-08-06T08:30:02.360"
"WEST BENGAL","19","Jhargram","732","41","29","1","3","8","2019-08-06T08:30:02.360"
"WEST BENGAL","19","KALIMPONG","733","63","33","10","12","8","2019-08-06T08:30:02.360"
"WEST BENGAL","19","KOLKOTA","346","10702","10120","294","21","267","2019-08-06T08:30:02.360"
"WEST BENGAL","19","MALDA","335","1655","1317","134","13","191","2019-08-06T08:30:02.360"
"WEST BENGAL","19","MURSHIDABAD","336","3732","2945","246","10","531","2019-08-06T08:30:02.360"
"WEST BENGAL","19","N. 24- PRAGANAS","340","8530","6738","1126","50","616","2019-08-06T08:30:02.360"
"WEST BENGAL","19","NADIA","339","2042","1407","434","10","191","2019-08-06T08:30:02.360"
"WEST BENGAL","19","PASCHIM BARDHAMAN","734","603","532","35","3","33","2019-08-06T08:30:02.360"
"WEST BENGAL","19","PURULIA","343","688","450","42","41","155","2019-08-06T08:30:02.360"
"WEST BENGAL","19","SOUTH 24-PRAGANAS","347","5251","3947","879","31","394","2019-08-06T08:30:02.360"
